,pcid,compName,smile,iupac name
3701,11966197,3-Oxotetradecanoyl-CoA,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-oxotetradecanethioate"
3702,174549,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,CSCC(C(C(=O)COP(=O)(O)O)O)O,"[(3R,4S)-3,4-dihydroxy-5-methylsulfanyl-2-oxopentyl] dihydrogen phosphate"
3703,11988266,5-Methylthio-5-deoxy-D-ribose 1-phosphate,CSCC1C(C(C(O1)OP(=O)(O)O)O)O,"[(2R,3R,4S,5S)-3,4-dihydroxy-5-(methylsulfanylmethyl)oxolan-2-yl] dihydrogen phosphate"
3704,71448891,O-Succinylbenzoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)C4=CC=CC=C4C(=O)O)O,"2-[4-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutanoyl]benzoic acid"
3705,22833664,3-Oxooctadecanoyl-CoA,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-oxooctadecanethioate"
3706,1198,Isocitrate,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,"1-hydroxypropane-1,2,3-tricarboxylic acid"
3707,440236,N-Acetyl-L-glutamyl 5-phosphate,CC(=O)NC(CCC(=O)OP(=O)(O)O)C(=O)O,(2S)-2-acetamido-5-oxo-5-phosphonooxypentanoic acid
3708,165388,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O,"5-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazole-4-carboxylic acid"
3709,107737,1D-myo-Inositol 1-phosphate,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,"[(2R,3S,5R,6R)-2,3,4,5,6-pentahydroxycyclohexyl] dihydrogen phosphate"
3710,5459784,Methylisocitrate,CC(C(CC(=O)O)C(=O)O)(C(=O)O)O,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid"
3711,515,2-Methylcitrate,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-hydroxybutane-1,2,3-tricarboxylic acid"
3712,1066,Quinolinate,C1=CC(=C(N=C1)C(=O)O)C(=O)O,"pyridine-2,3-dicarboxylic acid"
3713,444485,Dephospho-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate"
3714,440654,Lactose-6-phosphate,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O,"[(2R,3R,4S,5R,6S)-3,4,5-trihydroxy-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl dihydrogen phosphate"
3715,11966175,Trans-Oct-2-enoyl-CoA,CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (E)-oct-2-enethioate"
3716,385,Pimelate,C(CCC(=O)O)CCC(=O)O,heptanedioic acid
3717,3082140,Pimeloyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O)O,"7-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-7-oxoheptanoic acid"
3718,439396,D-Tagatose 6-phosphate,C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O,"[(2R,3R,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate"
3719,5280658,All-trans-Heptaprenyl diphosphate,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C,"[(2E,6E,10E,14E,18E,22E)-3,7,11,15,19,23,27-heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl] phosphono hydrogen phosphate"
3720,3036931,Isobutyryl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylpropanethioate"
3721,165435,Isovaleryl-CoA,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbutanethioate"
3722,11966141,2-Methylbutanoyl-CoA,CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylbutanethioate"
3723,135398695,"6-Pyruvoyl-5,6,7,8-tetrahydropterin",CC(=O)C(=O)C1CNC2=C(N1)C(=O)NC(=N2)N,"1-(2-amino-4-oxo-5,6,7,8-tetrahydro-3H-pteridin-6-yl)propane-1,2-dione"
3724,19649,Streptomycin,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,"2-[(1R,2R,3S,4R,5R,6S)-3-(diaminomethylideneamino)-4-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-formyl-4-hydroxy-5-methyloxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine"
3725,5462210,All trans Decaprenyl diphosphate,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C)C,"[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl] phosphono hydrogen phosphate"
3726,128,4-Imidazolone-5-propanoate,C1=NC(C(=O)N1)CCC(=O)O,"3-(5-oxo-1,4-dihydroimidazol-4-yl)propanoic acid"
3727,127,4-Hydroxyphenylacetate,C1=CC(=CC=C1CC(=O)O)O,2-(4-hydroxyphenyl)acetic acid
3728,14925,Tricarballylate,C(C(CC(=O)O)C(=O)O)C(=O)O,"propane-1,2,3-tricarboxylic acid"
3729,5280338,Undecaprenyl phosphate,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)O)C)C)C)C)C)C)C)C)C)C)C,"[(2E,6E,10E,14E,18E,22E,26E,30E,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenyl] dihydrogen phosphate"
3730,439312,D-Tagatose,C1C(C(C(C(O1)(CO)O)O)O)O,"(3S,4S,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol"
3731,70678551,Cobalt-precorrin-2,CC1(C(C2=CC3=NC(=C(C3CC(=O)O)CCC(=O)O)CC4=C(C(=C([N-]4)C=C5C(C(C(=N5)C=C1[N-]2)CCC(=O)O)(C)CC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O.[Co],"cobalt;3-[(1Z,2S,3S,4Z,7S,8S,9Z)-7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,15,18-tetrahydroporphyrin-21,23-diid-2-yl]propanoic acid"
3732,68161,Piperideine,C1CCN=CC1,"2,3,4,5-tetrahydropyridine"
3733,6912,Ribitol,C(C(C(C(CO)O)O)O)O,"(2S,4R)-pentane-1,2,3,4,5-pentol"
3734,25137933,6-deoxy-5-ketofructose 1-phosphate,CC(=O)C(C(C(=O)COP(=O)(O)O)O)O,"[(3S,4S)-3,4-dihydroxy-2,5-dioxohexyl] dihydrogen phosphate"
3735,448209,CMP-N-acetylneuraminate,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,"(2R,4S,5R,6R)-5-acetamido-2-[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4-hydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid"
3736,11966163,(S)-3-Hydroxyisobutyryl-CoA,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (2S)-3-hydroxy-2-methylpropanethioate"
3737,11970,2-Hydroxyphenylacetate,C1=CC=C(C(=C1)CC(=O)O)O,2-(2-hydroxyphenyl)acetic acid
3738,20849110,2-Aminomuconate,C(=CC(=O)[O-])C=C(C(=O)[O-])N,"(2Z,4E)-2-aminohexa-2,4-dienedioate"
3739,93072,N-Carbamoyl-L-aspartate,C(C(C(=O)O)NC(=O)N)C(=O)O,(2S)-2-(carbamoylamino)butanedioic acid
3740,5462148,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,CSCCC(=O)C(=COP(=O)(O)O)O,[(Z)-2-hydroxy-5-methylsulfanyl-3-oxopent-1-enyl] dihydrogen phosphate
3741,54675765,5-Carboxymethyl-2-hydroxymuconate,C(C(=CC=C(C(=O)O)O)C(=O)O)C(=O)O,"(2Z,4E)-5-hydroxypenta-2,4-diene-1,2,5-tricarboxylic acid"
3742,553,4-Hydroxy-2-ketopimelate,C(CC(=O)O)C(CC(=O)C(=O)O)O,4-hydroxy-2-oxoheptanedioic acid
3743,5280566,"2-Oxohept-3-ene-1,7-dioate",C(CC(=O)O)C=CC(=O)C(=O)O,(Z)-2-oxohept-3-enedioic acid
3744,689043,"3,4-Dihydroxy-trans-cinnamate",C1=CC(=C(C=C1C=CC(=O)O)O)O,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid"
3745,71581193,(R)-3-hydroxytetradecanoyl-coa,CCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (3R)-3-hydroxytetradecanethioate"
3746,9776837,"2-Hydroxy-6-keto-2,4-heptadienoate",CC(=O)C=CC=C(C(=O)O)O,"(2E,4Z)-2-hydroxy-6-oxohepta-2,4-dienoic acid"
3747,9543153,3-Oxoadipyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O)O,"6-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4,6-dioxohexanoic acid"
3748,54675866,"3,4-Dihydroxybenzoate",C1=CC(=C(C=C1C(=O)O)O)[O-],4-carboxy-2-hydroxyphenolate
3749,441163,"2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde",CC(=CO)C=CC(=O)C(=O)O,"6-hydroxy-5-methyl-2-oxohexa-3,5-dienoic acid"
3750,5280595,4-oxalocrotonate,C(C=CC(=O)O)C(=O)C(=O)O,(Z)-5-oxohex-2-enedioic acid
3751,5281039,2-oxo-5-methyl-cis-muconate,CC(C=CC(=O)C(=O)O)C(=O)O,(Z)-2-methyl-5-oxohex-3-enedioic acid
3752,11953951,"2-Hydroxy-cis-hex-2,4-dienoate",CC=CC=C(C(=O)O)O,"(2E,4Z)-2-hydroxyhexa-2,4-dienoic acid"
3753,5460090,"2,3,4,5-Tetrahydropyridine-2-carboxylate",C1CC=NC(C1)C(=O)[O-],"2,3,4,5-tetrahydropyridine-2-carboxylate"
3754,165390,2-Methylprop-2-enoyl-CoA,CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylprop-2-enethioate"
3755,4,1-Aminopropan-2-ol,CC(CN)O,1-aminopropan-2-ol
3756,70678548,Adenosyl cobinamide,CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NCC(C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co],"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-methanidyloxolane-3,4-diol;cobalt;3-[(1R,2S,3S,5Z,7S,8S,10Z,13S,15Z,17R,18R,19R)-2,7,18-tris(2-amino-2-oxoethyl)-3,13-bis(3-amino-3-oxopropyl)-17-[3-[[(2R)-2-hydroxypropyl]amino]-3-oxopropyl]-1,2,5,7,12,12,15,17-octamethyl-8,13,18,19-tetrahydro-3H-corrin-24-id-8-yl]propanamide"
3757,440233,D-1-Aminopropan-2-ol O-phosphate,CC(CN)OP(=O)(O)O,[(2R)-1-aminopropan-2-yl] dihydrogen phosphate
3758,439358,5-Aminopentanamide,C(CCN)CC(=O)N,5-aminopentanamide
3759,92135,(R)-3-Hydroxybutanoate,CC(CC(=O)O)O,(3R)-3-hydroxybutanoic acid
3760,440977,"Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate",C1=CC(C(C=C1)(C(=O)O)O)O,"(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylic acid"
3761,90657456,"Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)",CCCCCCC1CC1CCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCC2CC2CCCCCC,"[(2R)-2,3-bis[8-(2-hexylcyclopropyl)octanoyloxy]propyl] [(2S)-2,3-dihydroxypropyl] phosphate"
3762,90658620,"Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)",CCCCCCC1CC1CCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCCCC2CC2CCCCCC,"[(2R)-2,3-bis[10-(2-hexylcyclopropyl)decanoyloxy]propyl] [(2S)-2,3-dihydroxypropyl] phosphate"
3763,11966126,Caffeoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enethioate"
3764,5280366,2-Hydroxymuconate semialdehyde,C(=CC(=O)C(=O)O)C=CO,"(3E,5E)-6-hydroxy-2-oxohexa-3,5-dienoic acid"
3765,5280943,"Hydrogenobyrinate a,c diamide",CC1=C2C(C(C(=N2)C=C3C(C(C(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)N)C)C)N3)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O,"3-[(1R,2S,3S,5Z,7S,8S,9Z,13S,14Z,17R,18R)-2,7-bis(2-amino-2-oxoethyl)-3,13,17-tris(2-carboxyethyl)-18-(carboxymethyl)-1,2,5,7,12,12,15,17-octamethyl-3,8,13,18,19,22-hexahydrocorrin-8-yl]propanoic acid"
3766,11953882,"Cob(II)yrinate a,c diamide",CC1=C2C(C(C([N-]2)(C3C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)N)CCC(=O)O.[Co+2],"3-[(1R,2S,3S,4Z,7S,8S,9Z,13S,14Z,17R,18R,19R)-2,7-bis(2-amino-2-oxoethyl)-3,13,17-tris(2-carboxyethyl)-18-(carboxymethyl)-1,2,5,7,12,12,15,17-octamethyl-8,13,18,19-tetrahydro-3H-corrin-21-id-8-yl]propanoic acid;cobalt(2+)"
3767,23724496,"Cob(I)yrinate a,c diamide",CC1=C2C(C(C([N-]2)(C3C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)N)CCC(=O)O.[Co],"3-[(1R,2S,3S,4Z,7S,8S,9Z,13S,14Z,17R,18R)-2,7-bis(2-amino-2-oxoethyl)-3,13,17-tris(2-carboxyethyl)-18-(carboxymethyl)-1,2,5,7,12,12,15,17-octamethyl-8,13,18,19-tetrahydro-3H-corrin-21-id-8-yl]propanoic acid;cobalt"
3768,23657835,Adenosyl cobyrinate diamide,CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)O)(C)C)CCC(=O)O)(C)CC(=O)N)C)CCC(=O)O)(C)CC(=O)N)C)CC(=O)O)(C)CCC(=O)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co+3],"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-methanidyloxolane-3,4-diol;3-[(1R,2S,3S,5Z,7S,8S,10Z,13S,15Z,17R,18R,19R)-2,7-bis(2-amino-2-oxoethyl)-3,13,17-tris(2-carboxyethyl)-18-(carboxymethyl)-1,2,5,7,12,12,15,17-octamethyl-8,13,18,19-tetrahydro-3H-corrin-24-id-8-yl]propanoic acid;cobalt(3+)"
3769,441149,"1,2-Dihydroxy-3-methylcyclohexa-3,5-dienecarboxylate",CC1=CC=CC(C1O)(C(=O)O)O,"(1R,6S)-1,6-dihydroxy-5-methylcyclohexa-2,4-diene-1-carboxylic acid"
3770,441156,"Cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate",CC1=CC(C(C=C1)(C(=O)O)O)O,"1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylic acid"
3771,111,N-Carbamoyl-beta-alanine,C(CNC(=O)N)C(=O)O,3-(carbamoylamino)propanoic acid
3772,57449,D-Lysine,C(CCN)CC(C(=O)O)N,"(2R)-2,6-diaminohexanoic acid"
3773,439233,N-Formimidoyl-L-glutamate,C(CC(=O)O)C(C(=O)O)N=CN,(2S)-2-(aminomethylideneamino)pentanedioic acid
3774,439376,N-Formyl-L-glutamate,C(CC(=O)O)C(C(=O)O)NC=O,(2S)-2-formamidopentanedioic acid
3775,559,4-Guanidinobutanal,C(CC=O)CN=C(N)N,2-(4-oxobutyl)guanidine
3776,11966220,(S)-3-Hydroxy-2-methylbutyryl-CoA,CC(C(C)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (2S,3S)-3-hydroxy-2-methylbutanethioate"
3777,193425,2-Methyl-3-acetoacetyl-CoA,CC(C(=O)C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methyl-3-oxobutanethioate"
3778,5462303,(S)-Methylmalonate semialdehyde,CC(C=O)C(=O)O,(2S)-2-methyl-3-oxopropanoic acid
3779,54675784,"2-Hydroxy-5-methyl-cis,cis-muconate",CC(=CC=C(C(=O)O)O)C(=O)O,"(2E,4Z)-2-hydroxy-5-methylhexa-2,4-dienedioic acid"
3780,5280451,Maleamate,C(=CC(=O)O)C(=O)N,(Z)-4-amino-4-oxobut-2-enoic acid
3781,9549326,3-Methylbut-2-enoyl-CoA,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbut-2-enethioate"
3782,5462214,3-Methylglutaconyl-CoA,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)CC(=O)O,"(E)-5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-methyl-5-oxopent-3-enoic acid"
3783,5280404,"Cis,cis-Butadiene-1,2,4-tricarboxylate",C(=CC(=O)O)C(=CC(=O)O)C(=O)O,"(1E,3Z)-buta-1,3-diene-1,2,4-tricarboxylic acid"
3784,72924,6-Hydroxynicotinate,C1=CC(=O)NC=C1C(=O)O,6-oxo-1H-pyridine-3-carboxylic acid
3785,441164,4-Hydroxy-2-oxohexanoic acid,CCC(CC(=O)C(=O)O)O,4-hydroxy-2-oxohexanoic acid
3786,5280930,Precorrin 4,CC(=O)C12C3=C(C(C(=N3)CC4=C(C(=C(N4)CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O,"3-[(2S,3S,4Z,7S,17R)-1-acetyl-8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-2,7,17-trimethyl-10,15,21,23-tetrahydro-3H-corrin-3-yl]propanoic acid"
